numer#,denom#,Õ·×ªÏà³ý·¨
2,85,7.94202E-10
2,86,9.14991E-10
2,87,9.14201E-10
2,88,7.94202E-10
2,89,9.14201E-10
2,90,7.89466E-10
2,91,9.14991E-10
2,92,9.11043E-10
2,93,7.90255E-10
2,94,9.03938E-10
2,95,7.83939E-10
2,96,9.02359E-10
2,97,9.09464E-10
2,98,9.10254E-10
2,99,7.88676E-10
2,100,7.95781E-10
3,1,7.01046E-10
3,2,8.32097E-10
3,3,5.71573E-10
3,4,8.99991E-10
3,5,7.78413E-10
3,6,1.01604E-09
3,7,9.07886E-10
3,8,9.07886E-10
3,9,1.02236E-09
3,10,9.07096E-10
3,11,7.85518E-10
3,12,9.07886E-10
3,13,7.91045E-10
3,14,1.06183E-09
3,15,9.07886E-10
3,16,1.02236E-09
3,17,9.12622E-10
3,18,7.91834E-10
3,19,9.13412E-10
3,20,7.96571E-10
3,21,1.02867E-09
3,22,9.20517E-10
3,23,1.04131E-09
3,24,9.17359E-10
3,25,9.07886E-10
3,26,7.81571E-10
3,27,1.01683E-09
3,28,8.94465E-10
3,29,8.93675E-10
3,30,1.00894E-09
3,31,8.95254E-10
3,32,7.77624E-10
3,33,8.97622E-10
3,34,8.97622E-10
3,35,8.99201E-10
3,36,7.79203E-10
3,37,8.88938E-10
3,38,1.00341E-09
3,39,8.92886E-10
3,40,1.01525E-09
3,41,9.05517E-10
3,42,7.8315E-10
3,43,7.8236E-10
3,44,1.04209E-09
3,45,9.07886E-10
3,46,9.07096E-10
3,47,7.91045E-10
3,48,1.02946E-09
3,49,9.11833E-10
3,50,9.07096E-10
3,51,1.02788E-09
3,52,9.12622E-10
3,53,7.86308E-10
3,54,7.87097E-10
3,55,9.08675E-10
3,56,1.02631E-09
3,57,9.08675E-10
3,58,7.93413E-10
3,59,9.09464E-10
3,60,7.84729E-10
3,61,1.01999E-09
3,62,1.02709E-09
3,63,9.03938E-10
3,64,7.87887E-10
3,65,1.01525E-09
3,66,8.92886E-10
3,67,7.79203E-10
3,68,8.97622E-10
3,69,8.97622E-10
3,70,8.92886E-10
3,71,1.02157E-09
3,72,8.92096E-10
3,73,8.92096E-10
3,74,1.01446E-09
3,75,9.0078E-10
3,76,1.0492E-09
3,77,9.20517E-10
3,78,9.19728E-10
3,79,7.94992E-10
3,80,9.19728E-10
3,81,9.1578E-10
3,82,7.86308E-10
3,83,7.83939E-10
3,84,1.01288E-09
3,85,8.97622E-10
3,86,1.01367E-09
3,87,8.97622E-10
3,88,8.98412E-10
3,89,7.78413E-10
3,90,1.01525E-09
3,91,9.03149E-10
3,92,8.97622E-10
3,93,9.03149E-10
3,94,7.83939E-10
3,95,8.92096E-10
3,96,1.00578E-09
3,97,8.97622E-10
3,98,7.83939E-10
3,99,1.01999E-09
3,100,7.91045E-10
4,1,6.97098E-10
4,2,7.01046E-10
4,3,8.36044E-10
4,4,5.81047E-10
4,5,1.03025E-09
4,6,9.12622E-10
4,7,9.19728E-10
4,8,1.02788E-09
4,9,9.07096E-10
4,10,7.83939E-10
4,11,9.04728E-10
4,12,9.05517E-10
4,13,9.0078E-10
4,14,8.32097E-10
4,15,1.00894E-09
4,16,1.00973E-09
4,17,8.96044E-10
4,18,1.0042E-09
4,19,1.00262E-09
4,20,7.74466E-10
4,21,8.96833E-10
4,22,8.95254E-10
4,23,8.96044E-10
4,24,1.00894E-09
4,25,8.95254E-10
4,26,8.98412E-10
4,27,1.02157E-09
4,28,9.0078E-10
4,29,1.02157E-09
4,30,7.87887E-10
4,31,7.87887E-10
4,32,1.02473E-09
4,33,1.02867E-09
4,34,9.21306E-10
4,35,9.18938E-10
4,36,1.02788E-09
4,37,9.17359E-10
4,38,9.20517E-10
4,39,9.04728E-10
4,40,1.01762E-09
4,41,1.01525E-09
4,42,8.88938E-10
4,43,8.91307E-10
4,44,1.02078E-09
4,45,7.78413E-10
4,46,8.96044E-10
4,47,7.76834E-10
4,48,9.02359E-10
4,49,9.07886E-10
4,50,1.02867E-09
4,51,9.07096E-10
4,52,7.80782E-10
4,53,8.95254E-10
4,54,9.0157E-10
4,55,1.02078E-09
4,56,1.02078E-09
4,57,9.03938E-10
4,58,1.01446E-09
4,59,1.02709E-09
4,60,7.94202E-10
4,61,9.08675E-10
4,62,9.09464E-10
4,63,9.03149E-10
4,64,9.03149E-10
4,65,1.02078E-09
4,66,9.11043E-10
4,67,9.09464E-10
4,68,7.86308E-10
4,69,1.02157E-09
4,70,8.97622E-10
4,71,8.96833E-10
4,72,9.11043E-10
4,73,9.07886E-10
4,74,9.03149E-10
4,75,7.8315E-10
4,76,1.02552E-09
4,77,1.02709E-09
4,78,1.02946E-09
4,79,9.08675E-10
4,80,9.08675E-10
4,81,9.09464E-10
4,82,7.79203E-10
4,83,1.01288E-09
4,84,8.98412E-10
4,85,1.01446E-09
4,86,8.97622E-10
4,87,7.79992E-10
4,88,9.03149E-10
4,89,9.08675E-10
4,90,7.91834E-10
4,91,1.02157E-09
4,92,9.03149E-10
4,93,1.02788E-09
4,94,7.79203E-10
4,95,9.02359E-10
4,96,8.97622E-10
4,97,1.00657E-09
4,98,8.90517E-10
4,99,1.00815E-09
4,100,8.92096E-10
5,1,6.7894E-10
5,2,8.07623E-10
5,3,6.83677E-10
5,4,9.29201E-10
5,5,5.64468E-10
5,6,8.98412E-10
5,7,1.00341E-09
5,8,1.11552E-09
5,9,7.79992E-10
5,10,1.11788E-09
5,11,1.02631E-09
5,12,1.02157E-09
5,13,1.14788E-09
5,14,9.65517E-10
5,15,1.02788E-09
5,16,1.02394E-09
5,17,1.02157E-09
5,18,1.02157E-09
5,19,7.87097E-10
5,20,9.08675E-10
5,21,1.13841E-09
5,22,9.20517E-10
5,23,1.02709E-09
5,24,7.89466E-10
5,25,1.02157E-09
5,26,9.09464E-10
5,27,1.02788E-09
5,28,1.14551E-09
5,29,9.14201E-10
5,30,1.02473E-09
5,31,1.02157E-09
5,32,9.07096E-10
5,33,9.25254E-10
5,34,1.16367E-09
5,35,1.04131E-09
5,36,1.15341E-09
5,37,1.02157E-09
5,38,1.02473E-09
5,39,9.03938E-10
5,40,1.13209E-09
5,41,1.01604E-09
5,42,9.03938E-10
5,43,1.02867E-09
5,44,1.05788E-09
5,45,9.21306E-10
5,46,7.96571E-10
5,47,9.18938E-10
5,48,1.02315E-09
5,49,1.13604E-09
5,50,1.01762E-09
5,51,9.04728E-10
5,52,1.13841E-09
5,53,9.12622E-10
5,54,1.03973E-09
5,55,1.03341E-09
5,56,9.18149E-10
5,57,9.12622E-10
5,58,1.15025E-09
5,59,8.98412E-10
5,60,1.02236E-09
5,61,1.14315E-09
5,62,1.1463E-09
5,63,9.03938E-10
5,64,1.02867E-09
5,65,9.10254E-10
5,66,1.06025E-09
5,67,7.86308E-10
5,68,1.13841E-09
5,69,1.01525E-09
5,70,1.13525E-09
5,71,7.87887E-10
5,72,1.12894E-09
5,73,1.01367E-09
5,74,8.99991E-10
5,75,9.10254E-10
5,76,1.02946E-09
5,77,1.0342E-09
5,78,7.91045E-10
5,79,9.02359E-10
5,80,9.10254E-10
5,81,7.95781E-10
5,82,1.02552E-09
5,83,9.03149E-10
5,84,1.01999E-09
5,85,9.17359E-10
5,86,1.02946E-09
5,87,1.03657E-09
5,88,1.03499E-09
5,89,9.10254E-10
5,90,7.91834E-10
5,91,9.10254E-10
5,92,1.03262E-09
5,93,1.03894E-09
5,94,1.15815E-09
5,95,1.04525E-09
5,96,1.17472E-09
5,97,1.04131E-09
5,98,1.04209E-09
5,99,1.01999E-09
5,100,9.09464E-10
6,1,6.91572E-10
6,2,6.92361E-10
6,3,9.43411E-10
6,4,8.22623E-10
6,5,8.24992E-10
6,6,5.69205E-10
6,7,8.96833E-10
6,8,9.0157E-10
6,9,1.00894E-09
6,10,8.94465E-10
6,11,1.12341E-09
6,12,1.01052E-09
6,13,8.94465E-10
6,14,9.48148E-10
6,15,1.25683E-09
6,16,7.93413E-10
6,17,1.0342E-09
6,18,1.02394E-09
6,19,9.07886E-10
6,20,9.08675E-10
6,21,1.25525E-09
6,22,7.94202E-10
6,23,1.14315E-09
6,24,1.03499E-09
6,25,9.13412E-10
6,26,1.02867E-09
6,27,9.05517E-10
6,28,9.06307E-10
6,29,1.13525E-09
6,30,1.02315E-09
6,31,1.02394E-09
6,32,7.87097E-10
6,33,1.01683E-09
6,34,1.02552E-09
6,35,9.0078E-10
6,36,1.25762E-09
6,37,7.93413E-10
6,38,1.02946E-09
6,39,1.02236E-09
6,40,9.07096E-10
6,41,1.02867E-09
6,42,9.05517E-10
6,43,1.03025E-09
6,44,1.05867E-09
6,45,9.11833E-10
6,46,9.13412E-10
6,47,8.99991E-10
6,48,8.89728E-10
6,49,8.88149E-10
6,50,1.23946E-09
6,51,9.06307E-10
6,52,1.13683E-09
6,53,1.02236E-09
6,54,9.13412E-10
6,55,1.02236E-09
6,56,9.02359E-10
6,57,1.02315E-09
6,58,1.01762E-09
6,59,9.04728E-10
6,60,1.26236E-09
6,61,1.02709E-09
6,62,1.02552E-09
6,63,1.26157E-09
6,64,9.46569E-10
6,65,7.84729E-10
6,66,1.13525E-09
6,67,9.03149E-10
6,68,9.08675E-10
6,69,1.02867E-09
6,70,1.02315E-09
6,71,9.03149E-10
6,72,1.26157E-09
6,73,9.03149E-10
6,74,1.02315E-09
6,75,9.03149E-10
6,76,8.98412E-10
6,77,8.99201E-10
6,78,1.01999E-09
6,79,1.02157E-09
6,80,9.03149E-10
6,81,9.03149E-10
6,82,1.15262E-09
6,83,9.03149E-10
6,84,8.98412E-10
6,85,1.02631E-09
6,86,7.90255E-10
6,87,1.03262E-09
6,88,9.22096E-10
6,89,9.09464E-10
6,90,1.33657E-09
6,91,9.20517E-10
6,92,1.04131E-09
6,93,9.14201E-10
6,94,1.03657E-09
6,95,1.14315E-09
6,96,1.03499E-09
6,97,9.03149E-10
6,98,7.94992E-10
6,99,9.1578E-10
6,100,1.26315E-09
7,1,6.88414E-10
7,2,8.1236E-10
7,3,8.18676E-10
7,4,8.19465E-10
7,5,9.3157E-10
7,6,8.13939E-10
7,7,5.64468E-10
7,8,8.96044E-10
7,9,1.01525E-09
7,10,1.13762E-09
7,11,1.14315E-09
7,12,1.02236E-09
7,13,1.01525E-09
7,14,1.07209E-09
7,15,1.01525E-09
7,16,8.99201E-10
7,17,8.97622E-10
7,18,1.11867E-09
7,19,8.96044E-10
7,20,1.01052E-09
7,21,1.01131E-09
7,22,1.13446E-09
7,23,1.00894E-09
7,24,8.93675E-10
7,25,1.12262E-09
7,26,8.96833E-10
7,27,7.72097E-10
7,28,1.00973E-09
7,29,1.00894E-09
7,30,1.1242E-09
7,31,9.0157E-10
7,32,1.11709E-09
7,33,7.87097E-10
7,34,1.02236E-09
7,35,1.02788E-09
7,36,1.01683E-09
7,37,9.02359E-10
7,38,1.13367E-09
7,39,1.12183E-09
7,40,1.01052E-09
7,41,1.01999E-09
7,42,1.12499E-09
7,43,9.07886E-10
7,44,1.04999E-09
7,45,1.13999E-09
7,46,1.14551E-09
7,47,1.02236E-09
7,48,9.02359E-10
7,49,1.00973E-09
7,50,9.03149E-10
7,51,1.12262E-09
7,52,7.76834E-10
7,53,1.00894E-09
7,54,1.00973E-09
7,55,8.97622E-10
7,56,8.98412E-10
7,57,1.12815E-09
7,58,8.96833E-10
7,59,1.01525E-09
7,60,1.01841E-09
7,61,1.12815E-09
7,62,8.96044E-10
7,63,7.79203E-10
7,64,1.01288E-09
7,65,1.02946E-09
7,66,1.14709E-09
7,67,9.11043E-10
7,68,1.14946E-09
7,69,1.02157E-09
7,70,1.02946E-09
7,71,1.02631E-09
7,72,9.1578E-10
7,73,1.15183E-09
7,74,9.14991E-10
7,75,1.03262E-09
7,76,1.02946E-09
7,77,1.03578E-09
7,78,1.03025E-09
7,79,1.14551E-09
7,80,7.89466E-10
7,81,1.14236E-09
7,82,1.02788E-09
7,83,1.03815E-09
7,84,9.19728E-10
7,85,1.15025E-09
7,86,7.96571E-10
7,87,1.03341E-09
7,88,1.03262E-09
7,89,9.13412E-10
7,90,9.11043E-10
7,91,8.99991E-10
7,92,1.01525E-09
7,93,1.12183E-09
7,94,1.00736E-09
7,95,1.00578E-09
7,96,1.13288E-09
7,97,9.09464E-10
7,98,1.14315E-09
7,99,1.02788E-09
7,100,1.14236E-09
8,1,6.88414E-10
8,2,6.93151E-10
8,3,8.21044E-10
8,4,9.40254E-10
8,5,1.05788E-09
8,6,8.22623E-10
8,7,8.1315E-10
8,8,5.64468E-10
8,9,1.02236E-09
8,10,1.02078E-09
8,11,1.24104E-09
8,12,8.90517E-10
8,13,8.88938E-10
8,14,1.04841E-09
8,15,8.92886E-10
8,16,1.12183E-09
8,17,9.0078E-10
8,18,1.01604E-09
8,19,1.01288E-09
8,20,1.19209E-09
8,21,1.02709E-09
8,22,9.04728E-10
8,23,1.12815E-09
8,24,1.01604E-09
8,25,8.95254E-10
8,26,8.93675E-10
8,27,1.12578E-09
8,28,1.23946E-09
8,29,1.19762E-09
8,30,9.02359E-10
8,31,1.02157E-09
8,32,1.03578E-09
8,33,1.02946E-09
8,34,9.08675E-10
8,35,1.02236E-09
8,36,9.07886E-10
8,37,1.06183E-09
8,38,1.26788E-09
8,39,1.13683E-09
8,40,9.07886E-10
8,41,1.12578E-09
8,42,1.00657E-09
8,43,7.72097E-10
8,44,9.19728E-10
8,45,1.11709E-09
8,46,9.06307E-10
8,47,8.92886E-10
8,48,1.11394E-09
8,49,8.89728E-10
8,50,7.73676E-10
8,51,1.00262E-09
8,52,1.24104E-09
8,53,1.02315E-09
8,54,1.02315E-09
8,55,1.03025E-09
8,56,1.02394E-09
8,57,8.97622E-10
8,58,1.01525E-09
8,59,1.24025E-09
8,60,1.12894E-09
8,61,1.02709E-09
8,62,1.14551E-09
8,63,9.08675E-10
8,64,1.13683E-09
8,65,9.10254E-10
8,66,1.02867E-09
8,67,1.14315E-09
8,68,1.13762E-09
8,69,1.02157E-09
8,70,1.13525E-09
8,71,1.25525E-09
8,72,1.02078E-09
8,73,9.07886E-10
8,74,1.26393E-09
8,75,9.03149E-10
8,76,9.03149E-10
8,77,8.99201E-10
8,78,1.01367E-09
8,79,8.93675E-10
8,80,1.01367E-09
8,81,7.73676E-10
8,82,8.97622E-10
8,83,1.01525E-09
8,84,1.12815E-09
8,85,8.99201E-10
8,86,9.63938E-10
8,87,1.26078E-09
8,88,7.90255E-10
8,89,1.03262E-09
8,90,1.14236E-09
8,91,1.27183E-09
8,92,1.02946E-09
8,93,1.26078E-09
8,94,1.06341E-09
8,95,1.02157E-09
8,96,8.99201E-10
8,97,1.12815E-09
8,98,1.14157E-09
8,99,1.03815E-09
8,100,9.14201E-10
9,1,6.93151E-10
9,2,8.24202E-10
9,3,9.94727E-10
9,4,8.2815E-10
9,5,6.9394E-10
9,6,9.33148E-10
9,7,9.3157E-10
9,8,9.38675E-10
9,9,5.70784E-10
9,10,1.02157E-09
9,11,1.02157E-09
9,12,1.27183E-09
9,13,1.26315E-09
9,14,1.18183E-09
9,15,7.8315E-10
9,16,1.01604E-09
9,17,1.1313E-09
9,18,1.1392E-09
9,19,1.02236E-09
9,20,9.08675E-10
9,21,1.03499E-09
9,22,1.02867E-09
9,23,1.27104E-09
9,24,1.13604E-09
9,25,1.13604E-09
9,26,1.12815E-09
9,27,8.96833E-10
9,28,1.12183E-09
9,29,1.17078E-09
9,30,1.01131E-09
9,31,1.00894E-09
9,32,1.12183E-09
9,33,8.96833E-10
9,34,7.76834E-10
9,35,8.96044E-10
9,36,1.14315E-09
9,37,1.13683E-09
9,38,9.07096E-10
9,39,1.02157E-09
9,40,1.02788E-09
9,41,1.25525E-09
9,42,1.12973E-09
9,43,1.01525E-09
9,44,1.15657E-09
9,45,1.12973E-09
9,46,1.13525E-09
9,47,1.01683E-09
9,48,1.12815E-09
9,49,1.12973E-09
9,50,9.0078E-10
9,51,1.01604E-09
9,52,1.14867E-09
9,53,8.98412E-10
9,54,1.01052E-09
9,55,1.02236E-09
9,56,1.02157E-09
9,57,1.13525E-09
9,58,1.25446E-09
9,59,7.85518E-10
9,60,1.13525E-09
9,61,1.01367E-09
9,62,1.13525E-09
9,63,1.02236E-09
9,64,1.02867E-09
9,65,1.24893E-09
9,66,1.24499E-09
9,67,1.1392E-09
9,68,1.13525E-09
9,69,9.03149E-10
9,70,1.02315E-09
9,71,1.02157E-09
9,72,1.24972E-09
9,73,9.03938E-10
9,74,1.14315E-09
9,75,9.09464E-10
9,76,1.13841E-09
9,77,1.02473E-09
9,78,1.01762E-09
9,79,1.02157E-09
9,80,1.26157E-09
9,81,1.12894E-09
9,82,1.02157E-09
9,83,1.12894E-09
9,84,1.12815E-09
9,85,8.98412E-10
9,86,1.01446E-09
9,87,1.02236E-09
9,88,1.13209E-09
9,89,7.77624E-10
9,90,1.01446E-09
9,91,1.01999E-09
9,92,1.13525E-09
9,93,1.02157E-09
9,94,1.01762E-09
9,95,1.14236E-09
9,96,1.14946E-09
9,97,1.03341E-09
9,98,1.14394E-09
9,99,1.13525E-09
9,100,1.01841E-09
10,1,6.83677E-10
10,2,8.19465E-10
10,3,8.24992E-10
10,4,6.97098E-10
10,5,1.06104E-09
10,6,8.26571E-10
10,7,1.06104E-09
10,8,9.86043E-10
10,9,9.3157E-10
10,10,5.71573E-10
10,11,9.07096E-10
10,12,1.2442E-09
10,13,1.12104E-09
10,14,9.41833E-10
10,15,1.36657E-09
10,16,1.13446E-09
10,17,7.89466E-10
10,18,1.03736E-09
10,19,1.03262E-09
10,20,1.03025E-09
10,21,1.03104E-09
10,22,1.39104E-09
10,23,1.00815E-09
10,24,8.96833E-10
10,25,1.0121E-09
10,26,8.96833E-10
10,27,1.13051E-09
10,28,1.12262E-09
10,29,1.00341E-09
10,30,1.1163E-09
10,31,1.23946E-09
10,32,1.00894E-09
10,33,1.36657E-09
10,34,1.12815E-09
10,35,9.0078E-10
10,36,1.02315E-09
10,37,1.14078E-09
10,38,1.37841E-09
10,39,1.03499E-09
10,40,9.07096E-10
10,41,1.01604E-09
10,42,9.04728E-10
10,43,1.25367E-09
10,44,1.16446E-09
10,45,1.1242E-09
10,46,1.01604E-09
10,47,1.25762E-09
10,48,1.15104E-09
10,49,1.14315E-09
10,50,1.1463E-09
10,51,7.87097E-10
10,52,9.46569E-10
10,53,1.03657E-09
10,54,1.1542E-09
10,55,1.03341E-09
10,56,9.08675E-10
10,57,1.24578E-09
10,58,1.01683E-09
10,59,1.12894E-09
10,60,1.14315E-09
10,61,1.02788E-09
10,62,1.02157E-09
10,63,1.25446E-09
10,64,1.37051E-09
10,65,1.14473E-09
10,66,1.03025E-09
10,67,1.14236E-09
10,68,1.37051E-09
10,69,9.03149E-10
10,70,8.33676E-10
10,71,1.03973E-09
10,72,1.26393E-09
10,73,1.14157E-09
10,74,1.03341E-09
10,75,9.13412E-10
10,76,1.0342E-09
10,77,1.13525E-09
10,78,1.14946E-09
10,79,1.14946E-09
10,80,1.02709E-09
10,81,1.0342E-09
10,82,1.02709E-09
10,83,1.02552E-09
10,84,1.02236E-09
10,85,8.97622E-10
10,86,1.24736E-09
10,87,9.08675E-10
10,88,1.02867E-09
10,89,1.14867E-09
10,90,9.11043E-10
10,91,1.02078E-09
10,92,1.02315E-09
10,93,1.14315E-09
10,94,1.03341E-09
10,95,1.03499E-09
10,96,1.03499E-09
10,97,1.14157E-09
10,98,9.08675E-10
10,99,7.79992E-10
10,100,1.14946E-09
11,1,6.97888E-10
11,2,6.98677E-10
11,3,6.93151E-10
11,4,8.32886E-10
11,5,9.41043E-10
11,6,1.05394E-09
11,7,1.05473E-09
11,8,1.17788E-09
11,9,9.43411E-10
11,10,8.20255E-10
11,11,5.67626E-10
11,12,9.0157E-10
11,13,8.96044E-10
11,14,1.28051E-09
11,15,1.01525E-09
11,16,1.13683E-09
11,17,1.00973E-09
11,18,8.95254E-10
11,19,9.57622E-10
11,20,1.0121E-09
11,21,1.13209E-09
11,22,1.23946E-09
11,23,1.00973E-09
11,24,1.13604E-09
11,25,1.01604E-09
11,26,1.01604E-09
11,27,9.04728E-10
11,28,1.13604E-09
11,29,1.0342E-09
11,30,1.26393E-09
11,31,9.05517E-10
11,32,1.02315E-09
11,33,1.25683E-09
11,34,9.03149E-10
11,35,1.02157E-09
11,36,1.12894E-09
11,37,9.11833E-10
11,38,1.02867E-09
11,39,1.26315E-09
11,40,1.3713E-09
11,41,1.13051E-09
11,42,1.00894E-09
11,43,9.0157E-10
11,44,1.04762E-09
11,45,1.16051E-09
11,46,1.25604E-09
11,47,1.02157E-09
11,48,9.05517E-10
11,49,9.0157E-10
11,50,1.23946E-09
11,51,1.00894E-09
11,52,1.12183E-09
11,53,1.1163E-09
11,54,8.92096E-10
11,55,1.00973E-09
11,56,9.10254E-10
11,57,1.02788E-09
11,58,1.1313E-09
11,59,1.01288E-09
11,60,8.92096E-10
11,61,1.00815E-09
11,62,1.13367E-09
11,63,1.01999E-09
11,64,7.87887E-10
11,65,9.07886E-10
11,66,1.02236E-09
11,67,1.01762E-09
11,68,1.13841E-09
11,69,9.03938E-10
11,70,1.02867E-09
11,71,1.25446E-09
11,72,1.36814E-09
11,73,1.02788E-09
11,74,8.04466E-10
11,75,1.0342E-09
11,76,1.16525E-09
11,77,1.26551E-09
11,78,1.02552E-09
11,79,1.02709E-09
11,80,9.03938E-10
11,81,1.02078E-09
11,82,1.35867E-09
11,83,1.02078E-09
11,84,9.08675E-10
11,85,9.03938E-10
11,86,1.03578E-09
11,87,9.14201E-10
11,88,1.14315E-09
11,89,1.13525E-09
11,90,1.01604E-09
11,91,9.42622E-10
11,92,1.1313E-09
11,93,1.13683E-09
11,94,1.03499E-09
11,95,9.17359E-10
11,96,1.03499E-09
11,97,1.25367E-09
11,98,1.01604E-09
11,99,1.12894E-09
11,100,1.12815E-09
12,1,6.83677E-10
12,2,6.87625E-10
12,3,8.24992E-10
12,4,8.18676E-10
12,5,9.33148E-10
12,6,9.25254E-10
12,7,9.25254E-10
12,8,8.17886E-10
12,9,1.1763E-09
12,10,1.16841E-09
12,11,8.22623E-10
12,12,5.73152E-10
12,13,9.06307E-10
12,14,9.52096E-10
12,15,1.14078E-09
12,16,1.02394E-09
12,17,1.14473E-09
12,18,1.25683E-09
12,19,1.12815E-09
12,20,1.02473E-09
12,21,9.18149E-10
12,22,1.02236E-09
12,23,9.14201E-10
12,24,1.02157E-09
12,25,1.36972E-09
12,26,1.24736E-09
12,27,1.3642E-09
12,28,1.01525E-09
12,29,1.02236E-09
12,30,9.02359E-10
12,31,1.01525E-09
12,32,1.24025E-09
12,33,1.24104E-09
12,34,1.00894E-09
12,35,7.72097E-10
12,36,8.96833E-10
12,37,9.10254E-10
12,38,1.02315E-09
12,39,1.02157E-09
12,40,1.00894E-09
12,41,1.01604E-09
12,42,1.01525E-09
12,43,9.0157E-10
12,44,1.27499E-09
12,45,9.05517E-10
12,46,1.26393E-09
12,47,1.24893E-09
12,48,7.77624E-10
12,49,1.00973E-09
12,50,1.01525E-09
12,51,1.12973E-09
12,52,1.12104E-09
12,53,1.00973E-09
12,54,1.35788E-09
12,55,1.01052E-09
12,56,8.97622E-10
12,57,1.12894E-09
12,58,8.98412E-10
12,59,8.92096E-10
12,60,1.12894E-09
12,61,1.25525E-09
12,62,1.02867E-09
