numer,denom,Õ·×ªÏà³ý·¨
3,2,0.00000000069630873472
3,3,0.00000000057315208778
3,5,0.00000000090709607280
3,7,0.00000000078946568562
3,11,0.00000000090946446986
3,13,0.00000000078867621993
3,17,0.00000000091025393554
3,19,0.00000000078946568563
3,23,0.00000000091262233261
3,29,0.00000000091262233264
3,31,0.00000000079420247974
3,37,0.00000000079499194547
3,41,0.00000000091735912672
3,43,0.00000000084551774933
3,47,0.00000000091735912671
3,53,0.00000000091893805808
3,59,0.00000000091814859239
3,61,0.00000000079736034248
3,67,0.00000000079262354837
3,71,0.00000000091420126395
3,73,0.00000000079183408270
3,79,0.00000000079025515130
3,83,0.00000000090078034731
3,89,0.00000000089999088161
3,97,0.00000000078157102880
3,101,0.00000000090078034731
3,103,0.00000000077999209739
3,107,0.00000000090156981300
3,109,0.00000000078157102879
3,113,0.00000000090078034732
3,127,0.00000000078314996016
3,131,0.00000000090235927868
3,137,0.00000000089762248456
3,139,0.00000000077683423470
3,149,0.00000000089209622482
3,151,0.00000000077920263175
3,157,0.00000000077762370034
3,163,0.00000000078236049445
3,167,0.00000000090235927869
3,173,0.00000000090788553850
3,179,0.00000000090709607281
3,181,0.00000000078709728855
3,191,0.00000000090788553847
3,193,0.00000000081236019054
3,197,0.00000000089841195027
3,199,0.00000000079657087682
3,211,0.00000000083920202387
3,223,0.00000000083999148957
3,227,0.00000000096551653355
3,229,0.00000000079972873955
3,233,0.00000000091183286694
3,239,0.00000000091578019537
3,241,0.00000000078867621994
3,251,0.00000000090709607281
3,257,0.00000000090946446989
3,263,0.00000000091578019534
3,269,0.00000000090867500417
3,271,0.00000000079972873958
3,277,0.00000000079578141115
3,281,0.00000000091420126397
3,283,0.00000000079972873955
3,293,0.00000000091735912671
3,307,0.00000000078472889156
3,311,0.00000000090314874436
3,313,0.00000000078946568569
3,317,0.00000000090314874437
3,331,0.00000000077841316610
3,337,0.00000000078157102884
3,347,0.00000000089841195025
3,349,0.00000000079104461702
3,353,0.00000000090867500419
3,359,0.00000000090867500416
3,367,0.00000000079341301409
3,373,0.00000000080051820527
3,379,0.00000000079657087679
3,383,0.00000000091578019537
3,389,0.00000000091972752377
3,397,0.00000000079972873956
3,401,0.00000000091262233261
3,409,0.00000000079025515133
3,419,0.00000000090867500416
3,421,0.00000000079025515134
3,431,0.00000000090314874437
3,433,0.00000000078946568561
3,439,0.00000000079420247977
3,443,0.00000000091499072967
3,449,0.00000000091420126395
3,457,0.00000000079420247977
3,461,0.00000000091420126400
3,463,0.00000000078946568566
3,467,0.00000000091499072966
3,479,0.00000000091104340123
3,487,0.00000000079025515137
3,491,0.00000000090393821005
3,499,0.00000000078393942584
3,503,0.00000000090235927870
3,509,0.00000000090946446989
3,521,0.00000000091025393557
3,523,0.00000000078867621997
3,541,0.00000000079578141113
5,2,0.00000000070104552882
5,3,0.00000000083209683270
5,5,0.00000000057157315642
5,7,0.00000000089999088164
5,11,0.00000000077841316606
5,13,0.00000000101604233742
5,17,0.00000000090788553850
5,19,0.00000000090788553848
5,23,0.00000000102235806291
5,29,0.00000000090709607281
5,31,0.00000000078551835725
5,37,0.00000000090788553850
5,41,0.00000000079104461701
5,43,0.00000000106183134720
5,47,0.00000000090788553848
5,53,0.00000000102235806292
5,59,0.00000000091262233259
5,61,0.00000000079183408273
5,67,0.00000000091341179830
5,71,0.00000000079657087680
5,73,0.00000000102867378842
5,79,0.00000000092051698946
5,83,0.00000000104130523933
5,89,0.00000000091735912673
5,97,0.00000000090788553846
5,101,0.00000000078157102878
5,103,0.00000000101683180311
5,107,0.00000000089446462187
5,109,0.00000000089367515616
5,113,0.00000000100893714625
5,127,0.00000000089525408754
5,131,0.00000000077762370039
5,137,0.00000000089762248456
5,139,0.00000000089762248456
5,149,0.00000000089920141595
5,151,0.00000000077920263169
5,157,0.00000000088893836205
5,163,0.00000000100341088648
5,167,0.00000000089288569051
5,173,0.00000000101525287176
5,179,0.00000000090551714142
5,181,0.00000000078314996017
5,191,0.00000000078236049445
5,193,0.00000000104209470505
5,197,0.00000000090788553847
5,199,0.00000000090709607278
5,211,0.00000000079104461701
5,223,0.00000000102946325404
5,227,0.00000000091183286689
5,229,0.00000000090709607281
5,233,0.00000000102788432272
5,239,0.00000000091262233259
5,241,0.00000000078630782291
5,251,0.00000000078709728859
5,257,0.00000000090867500417
5,263,0.00000000102630539132
5,269,0.00000000090867500418
5,271,0.00000000079341301406
5,277,0.00000000090946446984
5,281,0.00000000078472889155
5,283,0.00000000101998966588
5,293,0.00000000102709485700
5,307,0.00000000090393821009
5,311,0.00000000078788675430
5,313,0.00000000101525287171
5,317,0.00000000089288569045
5,331,0.00000000077920263177
5,337,0.00000000089762248456
5,347,0.00000000089762248459
5,349,0.00000000089288569048
5,353,0.00000000102156859720
5,359,0.00000000089209622478
5,367,0.00000000089209622478
5,373,0.00000000101446340603
5,379,0.00000000090078034731
5,383,0.00000000104919989619
5,389,0.00000000092051698944
5,397,0.00000000091972752377
5,401,0.00000000079499194546
5,409,0.00000000091972752377
5,419,0.00000000091578019535
5,421,0.00000000078630782291
5,431,0.00000000078393942584
5,433,0.00000000101288447469
5,439,0.00000000089762248456
5,443,0.00000000101367394039
5,449,0.00000000089762248456
5,457,0.00000000089841195026
5,461,0.00000000077841316603
5,463,0.00000000101525287170
5,467,0.00000000090314874436
5,479,0.00000000089762248457
5,487,0.00000000090314874436
5,491,0.00000000078393942584
5,499,0.00000000089209622478
5,503,0.00000000100577928350
5,509,0.00000000089762248459
5,521,0.00000000078393942584
5,523,0.00000000101998966585
5,541,0.00000000079104461699
7,2,0.00000000069709820041
7,3,0.00000000070104552885
7,5,0.00000000083604416110
7,7,0.00000000058104674464
7,11,0.00000000103025271981
7,13,0.00000000091262233259
7,17,0.00000000091972752380
7,19,0.00000000102788432272
7,23,0.00000000090709607284
7,29,0.00000000078393942588
7,31,0.00000000090472767576
7,37,0.00000000090551714145
7,41,0.00000000090078034731
7,43,0.00000000083209683263
7,47,0.00000000100893714623
7,53,0.00000000100972661193
7,59,0.00000000089604355323
7,61,0.00000000100420035211
7,67,0.00000000100262142075
7,71,0.00000000077446583764
7,73,0.00000000089683301889
7,79,0.00000000089525408753
7,83,0.00000000089604355320
7,89,0.00000000100893714623
7,97,0.00000000089525408753
7,101,0.00000000089841195024
7,103,0.00000000102156859724
7,107,0.00000000090078034731
7,109,0.00000000102156859726
7,113,0.00000000078788675430
7,127,0.00000000078788675428
7,131,0.00000000102472645999
7,137,0.00000000102867378841
7,139,0.00000000092130645518
7,149,0.00000000091893805808
7,151,0.00000000102788432272
7,157,0.00000000091735912675
7,163,0.00000000092051698947
7,167,0.00000000090472767577
7,173,0.00000000101762126878
7,179,0.00000000101525287172
7,181,0.00000000088893836203
7,191,0.00000000089130675909
7,193,0.00000000102077913160
7,197,0.00000000077841316603
7,199,0.00000000089604355321
7,211,0.00000000077683423468
7,223,0.00000000090235927870
7,227,0.00000000090788553848
7,229,0.00000000102867378842
7,233,0.00000000090709607279
7,239,0.00000000078078156311
7,241,0.00000000089525408752
7,251,0.00000000090156981299
7,257,0.00000000102077913153
7,263,0.00000000102077913153
7,269,0.00000000090393821005
7,271,0.00000000101446340601
7,277,0.00000000102709485701
7,281,0.00000000079420247976
7,283,0.00000000090867500419
7,293,0.00000000090946446984
7,307,0.00000000090314874436
7,311,0.00000000090314874436
7,313,0.00000000102077913156
7,317,0.00000000091104340124
7,331,0.00000000090946446986
7,337,0.00000000078630782293
7,347,0.00000000102156859725
7,349,0.00000000089762248456
7,353,0.00000000089683301889
7,359,0.00000000091104340124
7,367,0.00000000090788553848
7,373,0.00000000090314874436
7,379,0.00000000078314996022
7,383,0.00000000102551592566
7,389,0.00000000102709485703
7,397,0.00000000102946325407
7,401,0.00000000090867500418
7,409,0.00000000090867500419
7,419,0.00000000090946446984
7,421,0.00000000077920263173
7,431,0.00000000101288447469
7,433,0.00000000089841195030
7,439,0.00000000101446340608
7,443,0.00000000089762248459
7,449,0.00000000077999209742
7,457,0.00000000090314874439
7,461,0.00000000090867500416
7,463,0.00000000079183408269
7,467,0.00000000102156859721
7,479,0.00000000090314874437
7,487,0.00000000102788432270
7,491,0.00000000077920263176
7,499,0.00000000090235927869
7,503,0.00000000089762248459
7,509,0.00000000100656874924
7,521,0.00000000089051729337
7,523,0.00000000100814768055
7,541,0.00000000089209622476
11,2,0.00000000067894048965
11,3,0.00000000080762339642
11,5,0.00000000068367728379
11,7,0.00000000092920111203
11,11,0.00000000056446796521
11,13,0.00000000089841195025
11,17,0.00000000100341088648
11,19,0.00000000111551501383
11,23,0.00000000077999209743
11,29,0.00000000111788341088
11,31,0.00000000102630539131
11,37,0.00000000102156859721
11,41,0.00000000114788310694
11,43,0.00000000096551653354
11,47,0.00000000102788432275
11,53,0.00000000102393699432
11,59,0.00000000102156859722
11,61,0.00000000102156859722
11,67,0.00000000078709728859
11,71,0.00000000090867500417
11,73,0.00000000113840951873
11,79,0.00000000092051698947
11,83,0.00000000102709485702
11,89,0.00000000078946568565
11,97,0.00000000102156859727
11,101,0.00000000090946446987
11,103,0.00000000102788432272
11,107,0.00000000114551470991
11,109,0.00000000091420126397
11,113,0.00000000102472645999
11,127,0.00000000102156859720
11,131,0.00000000090709607283
11,137,0.00000000092525378359
11,139,0.00000000116367242066
11,149,0.00000000104130523938
11,151,0.00000000115340936677
11,157,0.00000000102156859722
11,163,0.00000000102472645997
11,167,0.00000000090393821005
11,173,0.00000000113209379323
11,179,0.00000000101604233742
11,181,0.00000000090393821005
11,191,0.00000000102867378840
11,193,0.00000000105788401878
11,197,0.00000000092130645516
11,199,0.00000000079657087680
11,211,0.00000000091893805807
11,223,0.00000000102314752864
11,227,0.00000000113604112166
11,229,0.00000000101762126882
11,233,0.00000000090472767574
11,239,0.00000000113840951874
11,241,0.00000000091262233260
11,251,0.00000000103972630799
11,257,0.00000000103341058250
11,263,0.00000000091814859238
11,269,0.00000000091262233262
11,271,0.00000000115025150399
11,277,0.00000000089841195025
11,281,0.00000000102235806290
11,283,0.00000000114314631277
11,293,0.00000000114630417558
11,307,0.00000000090393821006
11,311,0.00000000102867378839
11,313,0.00000000091025393555
11,317,0.00000000106025241583
11,331,0.00000000078630782292
11,337,0.00000000113840951871
11,347,0.00000000101525287171
11,349,0.00000000113525165601
11,353,0.00000000078788675429
11,359,0.00000000112893593046
11,367,0.00000000101367394035
11,373,0.00000000089999088168
11,379,0.00000000091025393553
11,383,0.00000000102946325406
11,389,0.00000000103420004820
11,397,0.00000000079104461702
11,401,0.00000000090235927870
11,409,0.00000000091025393553
11,419,0.00000000079578141113
11,421,0.00000000102551592565
11,431,0.00000000090314874438
11,433,0.00000000101998966585
11,439,0.00000000091735912670
11,443,0.00000000102946325410
11,449,0.00000000103656844525
11,457,0.00000000103498951386
11,461,0.00000000091025393553
11,463,0.00000000079183408272
11,467,0.00000000091025393555
11,479,0.00000000103262111682
11,487,0.00000000103893684229
11,491,0.00000000115814616086
11,499,0.00000000104525256785
11,503,0.00000000117472494027
11,509,0.00000000104130523935
11,521,0.00000000104209470504
11,523,0.00000000101998966591
11,541,0.00000000090946446986
13,2,0.00000000069157194061
13,3,0.00000000069236140629
13,5,0.00000000094341149435
13,7,0.00000000082262324444
13,11,0.00000000082499164151
13,13,0.00000000056920475937
13,17,0.00000000089683301889
13,19,0.00000000090156981300
13,23,0.00000000100893714626
13,29,0.00000000089446462184
13,31,0.00000000112340967071
13,37,0.00000000101051607758
13,41,0.00000000089446462183
13,43,0.00000000094814828845
13,47,0.00000000125682937156
13,53,0.00000000079341301407
13,59,0.00000000103420004818
13,61,0.00000000102393699429
13,67,0.00000000090788553848
13,71,0.00000000090867500420
13,73,0.00000000125525044021
13,79,0.00000000079420247977
13,83,0.00000000114314631285
13,89,0.00000000103498951383
13,97,0.00000000091341179828
13,101,0.00000000102867378835
13,103,0.00000000090551714143
13,107,0.00000000090630660712
13,109,0.00000000113525165601
13,113,0.00000000102314752863
13,127,0.00000000102393699431
13,131,0.00000000078709728864
13,137,0.00000000101683180309
13,139,0.00000000102551592566
13,149,0.00000000090078034730
13,151,0.00000000125761883726
13,157,0.00000000079341301405
13,163,0.00000000102946325408
13,167,0.00000000102235806289
13,173,0.00000000090709607280
13,179,0.00000000102867378841
13,181,0.00000000090551714145
13,191,0.00000000103025271974
13,193,0.00000000105867348446
13,197,0.00000000091183286690
13,199,0.00000000091341179832
13,211,0.00000000089999088166
13,223,0.00000000088972782773
13,227,0.00000000088814889635
13,229,0.00000000123946112650
13,233,0.00000000090630660709
13,239,0.00000000113683058730
13,241,0.00000000102235806288
13,251,0.00000000091341179828
13,257,0.00000000102235806293
13,263,0.00000000090235927869
13,269,0.00000000102314752861
13,271,0.00000000101762126875
13,277,0.00000000090472767573
13,281,0.00000000126235563135
13,283,0.00000000102709485703
13,293,0.00000000102551592564
13,307,0.00000000126156616571
13,311,0.00000000094656935710
13,313,0.00000000078472889158
13,317,0.00000000113525165596
13,331,0.00000000090314874437
13,337,0.00000000090867500416
13,347,0.00000000102867378840
13,349,0.00000000102314752860
13,353,0.00000000090314874436
13,359,0.00000000126156616567
13,367,0.00000000090314874439
13,373,0.00000000102314752857
13,379,0.00000000090314874440
13,383,0.00000000089841195026
13,389,0.00000000089920141596
13,397,0.00000000101998966583
13,401,0.00000000102156859723
13,409,0.00000000090314874436
13,419,0.00000000090314874439
13,421,0.00000000115261990104
13,431,0.00000000090314874436
13,433,0.00000000089841195025
13,439,0.00000000102630539133
13,443,0.00000000079025515134
13,449,0.00000000103262111688
13,457,0.00000000092209592085
13,461,0.00000000090946446987
13,463,0.00000000133656540582
13,467,0.00000000092051698946
13,479,0.00000000104130523940
13,487,0.00000000091420126397
13,491,0.00000000103656844525
13,499,0.00000000114314631284
13,503,0.00000000103498951386
13,509,0.00000000090314874437
13,521,0.00000000079499194543
13,523,0.00000000091578019531
13,541,0.00000000126314509706
17,2,0.00000000068841407789
17,3,0.00000000081236019054
17,5,0.00000000081867591603
17,7,0.00000000081946538169
17,11,0.00000000093156950911
17,13,0.00000000081393912193
17,17,0.00000000056446796524
17,19,0.00000000089604355321
17,23,0.00000000101525287175
17,29,0.00000000113762005299
17,31,0.00000000114314631286
17,37,0.00000000102235806287
17,41,0.00000000101525287176
17,43,0.00000000107209440115
17,47,0.00000000101525287173
17,53,0.00000000089920141593
17,59,0.00000000089762248457
17,61,0.00000000111867287657
17,67,0.00000000089604355320
17,71,0.00000000101051607762
17,73,0.00000000101130554327
17,79,0.00000000113446219026
17,83,0.00000000100893714626
17,89,0.00000000089367515616
17,97,0.00000000112262020502
17,101,0.00000000089683301891
17,103,0.00000000077209744056
17,107,0.00000000100972661192
17,109,0.00000000100893714625
17,113,0.00000000112419913638
17,127,0.00000000090156981303
17,131,0.00000000111709394521
17,137,0.00000000078709728855
17,139,0.00000000102235806294
17,149,0.00000000102788432268
17,151,0.00000000101683180314
17,157,0.00000000090235927867
17,163,0.00000000113367272458
17,167,0.00000000112183073935
17,173,0.00000000101051607762
17,179,0.00000000101998966585
17,181,0.00000000112498860206
17,191,0.00000000090788553848
17,193,0.00000000104998936191
17,197,0.00000000113998845006
17,199,0.00000000114551470992
17,211,0.00000000102235806293
17,223,0.00000000090235927867
17,227,0.00000000100972661193
17,229,0.00000000090314874439
17,233,0.00000000112262020501
17,239,0.00000000077683423466
17,241,0.00000000100893714628
17,251,0.00000000100972661193
17,257,0.00000000089762248456
17,263,0.00000000089841195025
17,269,0.00000000112814646480
17,271,0.00000000089683301889
17,277,0.00000000101525287172
17,281,0.00000000101841073451
17,283,0.00000000112814646484
17,293,0.00000000089604355323
17,307,0.00000000077920263176
17,311,0.00000000101288447468
17,313,0.00000000102946325408
17,317,0.00000000114709364121
17,331,0.00000000091104340126
17,337,0.00000000114946203828
17,347,0.00000000102156859724
17,349,0.00000000102946325407
17,353,0.00000000102630539135
17,359,0.00000000091578019537
17,367,0.00000000115183043538
17,373,0.00000000091499072964
17,379,0.00000000103262111685
17,383,0.00000000102946325405
17,389,0.00000000103577897956
17,397,0.00000000103025271977
17,401,0.00000000114551470990
17,409,0.00000000078946568567
17,419,0.00000000114235684716
17,421,0.00000000102788432273
17,431,0.00000000103814737662
17,433,0.00000000091972752379
17,439,0.00000000115025150400
17,443,0.00000000079657087680
17,449,0.00000000103341058249
17,457,0.00000000103262111683
17,461,0.00000000091341179830
17,463,0.00000000091104340123
17,467,0.00000000089999088162
17,479,0.00000000101525287171
17,487,0.00000000112183073933
17,491,0.00000000100735821484
17,499,0.00000000100577928352
17,503,0.00000000113288325891
17,509,0.00000000090946446984
17,521,0.00000000114314631283
17,523,0.00000000102788432274
17,541,0.00000000114235684716
19,2,0.00000000068841407787
19,3,0.00000000069315087199
19,5,0.00000000082104431308
19,7,0.00000000094025363163
19,11,0.00000000105788401877
19,13,0.00000000082262324447
19,17,0.00000000081314965624
19,19,0.00000000056446796526
19,23,0.00000000102235806288
19,29,0.00000000102077913156
19,31,0.00000000124104005788
19,37,0.00000000089051729342
19,41,0.00000000088893836203
19,43,0.00000000104841043054
19,47,0.00000000089288569048
19,53,0.00000000112183073936
19,59,0.00000000090078034730
19,61,0.00000000101604233745
19,67,0.00000000101288447468
19,71,0.00000000119209318528
19,73,0.00000000102709485702
19,79,0.00000000090472767576
19,83,0.00000000112814646482
19,89,0.00000000101604233742
19,97,0.00000000089525408753
19,101,0.00000000089367515611
19,103,0.00000000112577806775
19,107,0.00000000123946112650
19,109,0.00000000119761944516
19,113,0.00000000090235927869
19,127,0.00000000102156859721
19,131,0.00000000103577897955
19,137,0.00000000102946325407
19,139,0.00000000090867500419
19,149,0.00000000102235806290
19,151,0.00000000090788553851
19,157,0.00000000106183134722
19,163,0.00000000126788189116
19,167,0.00000000113683058736
19,173,0.00000000090788553850
19,179,0.00000000112577806775
19,181,0.00000000100656874917
19,191,0.00000000077209744058
19,193,0.00000000091972752378
19,197,0.00000000111709394520
19,199,0.00000000090630660708
19,211,0.00000000089288569046
19,223,0.00000000111393608245
19,227,0.00000000088972782771
19,229,0.00000000077367637196
19,233,0.00000000100262142074
19,239,0.00000000124104005785
19,241,0.00000000102314752857
19,251,0.00000000102314752859
19,257,0.00000000103025271977
19,263,0.00000000102393699425
19,269,0.00000000089762248456
19,271,0.00000000101525287169
19,277,0.00000000124025059217
19,281,0.00000000112893593048
19,283,0.00000000102709485703
19,293,0.00000000114551470990
19,307,0.00000000090867500416
19,311,0.00000000113683058727
19,313,0.00000000091025393556
19,317,0.00000000102867378839
19,331,0.00000000114314631282
19,337,0.00000000113762005303
19,347,0.00000000102156859722
19,349,0.00000000113525165595
19,353,0.00000000125525044020
19,359,0.00000000102077913151
19,367,0.00000000090788553849
19,373,0.00000000126393456276
19,379,0.00000000090314874436
19,383,0.00000000090314874438
19,389,0.00000000089920141597
19,397,0.00000000101367394036
19,401,0.00000000089367515614
19,409,0.00000000101367394034
19,419,0.00000000077367637198
19,421,0.00000000089762248456
19,431,0.00000000101525287171
19,433,0.00000000112814646480
19,439,0.00000000089920141595
19,443,0.00000000096393760219
19,449,0.00000000126077670001
19,457,0.00000000079025515132
19,461,0.00000000103262111681
19,463,0.00000000114235684715
19,467,0.00000000127182921959
19,479,0.00000000102946325408
19,487,0.00000000126077670000
19,491,0.00000000106341027855
19,499,0.00000000102156859719
19,503,0.00000000089920141596
19,509,0.00000000112814646480
19,521,0.00000000114156738145
19,523,0.00000000103814737661
19,541,0.00000000091420126399
23,2,0.00000000069315087197
23,3,0.00000000082420217585
23,5,0.00000000099472676395
23,7,0.00000000082814950427
23,11,0.00000000069394033766
23,13,0.00000000093314844046
23,17,0.00000000093156950912
23,19,0.00000000093867470026
23,23,0.00000000057078369072
23,29,0.00000000102156859720
23,31,0.00000000102156859724
23,37,0.00000000127182921961
23,41,0.00000000126314509707
23,43,0.00000000118183013143
23,47,0.00000000078314996017
23,53,0.00000000101604233740
23,59,0.00000000113130432756
23,61,0.00000000113919898437
23,67,0.00000000102235806292
23,71,0.00000000090867500420
23,73,0.00000000103498951388
23,79,0.00000000102867378836
23,83,0.00000000127103975388
23,89,0.00000000113604112165
23,97,0.00000000113604112169
23,101,0.00000000112814646480
23,103,0.00000000089683301889
23,107,0.00000000112183073933
23,109,0.00000000117077761185
23,113,0.00000000101130554334
23,127,0.00000000100893714623
23,131,0.00000000112183073933
23,137,0.00000000089683301889
23,139,0.00000000077683423470
23,149,0.00000000089604355321
23,151,0.00000000114314631284
23,157,0.00000000113683058731
23,163,0.00000000090709607280
23,167,0.00000000102156859722
23,173,0.00000000102788432270
23,179,0.00000000125525044020
23,181,0.00000000112972539614
23,191,0.00000000101525287174
23,193,0.00000000115656722951
23,197,0.00000000112972539617
23,199,0.00000000113525165596
23,211,0.00000000101683180312
23,223,0.00000000112814646483
23,227,0.00000000112972539617
23,229,0.00000000090078034734
23,233,0.00000000101604233746
23,239,0.00000000114867257259
23,241,0.00000000089841195029
23,251,0.00000000101051607762
23,257,0.00000000102235806290
23,263,0.00000000102156859723
23,269,0.00000000113525165597
23,271,0.00000000125446097451
23,277,0.00000000078551835719
23,281,0.00000000113525165597
23,283,0.00000000101367394038
23,293,0.00000000113525165598
23,307,0.00000000102235806290
23,311,0.00000000102867378840
23,313,0.00000000124893471472
23,317,0.00000000124498738629
23,331,0.00000000113919898439
23,337,0.00000000113525165598
23,347,0.00000000090314874437
23,349,0.00000000102314752857
23,353,0.00000000102156859725
23,359,0.00000000124972418040
23,367,0.00000000090393821007
23,373,0.00000000114314631281
23,379,0.00000000090946446991
23,383,0.00000000113840951871
23,389,0.00000000102472645999
23,397,0.00000000101762126879
23,401,0.00000000102156859723
23,409,0.00000000126156616566
23,419,0.00000000112893593052
23,421,0.00000000102156859720
23,431,0.00000000112893593047
23,433,0.00000000112814646484
23,439,0.00000000089841195028
23,443,0.00000000101446340607
23,449,0.00000000102235806291
23,457,0.00000000113209379323
23,461,0.00000000077762370038
23,463,0.00000000101446340608
23,467,0.00000000101998966581
23,479,0.00000000113525165600
23,487,0.00000000102156859721
23,491,0.00000000101762126880
23,499,0.00000000114235684708
23,503,0.00000000114946203831
23,509,0.00000000103341058246
23,521,0.00000000114393577852
23,523,0.00000000113525165599
23,541,0.00000000101841073453
29,2,0.00000000068367728376
29,3,0.00000000081946538172
29,5,0.00000000082499164151
29,7,0.00000000069709820044
29,11,0.00000000106104188154
29,13,0.00000000082657057291
29,17,0.00000000106104188151
29,19,0.00000000098604264140
29,23,0.00000000093156950911
29,29,0.00000000057157315641
29,31,0.00000000090709607281
29,37,0.00000000124419792062
29,41,0.00000000112104127363
29,43,0.00000000094183256300
29,47,0.00000000136656510186
29,53,0.00000000113446219024
29,59,0.00000000078946568565
29,61,0.00000000103735791096
29,67,0.00000000103262111683
29,71,0.00000000103025271981
29,73,0.00000000103104218544
29,79,0.00000000139103853811
29,83,0.00000000100814768053
29,89,0.00000000089683301890
29,97,0.00000000101209500901
29,101,0.00000000089683301891
29,103,0.00000000113051486191
29,107,0.00000000112262020500
29,109,0.00000000100341088646
29,113,0.00000000111630447950
29,127,0.00000000123946112650
29,131,0.00000000100893714631
29,137,0.00000000136656510186
29,139,0.00000000112814646481
29,149,0.00000000090078034734
29,151,0.00000000102314752858
29,157,0.00000000114077791578
29,163,0.00000000137840708713
29,167,0.00000000103498951389
29,173,0.00000000090709607282
29,179,0.00000000101604233744
29,181,0.00000000090472767578
29,191,0.00000000125367150884
29,193,0.00000000116446188633
29,197,0.00000000112419913638
29,199,0.00000000101604233741
29,211,0.00000000125761883725
29,223,0.00000000115104096964
29,227,0.00000000114314631285
29,229,0.00000000114630417560
29,233,0.00000000078709728857
29,239,0.00000000094656935707
29,241,0.00000000103656844523
29,251,0.00000000115419883243
29,257,0.00000000103341058251
29,263,0.00000000090867500417
29,269,0.00000000124577685196
29,271,0.00000000101683180310
29,277,0.00000000112893593045
29,281,0.00000000114314631282
29,283,0.00000000102788432271
29,293,0.00000000102156859721
29,307,0.00000000125446097452
29,311,0.00000000137051243033
29,313,0.00000000114472524420
29,317,0.00000000103025271978
29,331,0.00000000114235684717
29,337,0.00000000137051243032
29,347,0.00000000090314874439
29,349,0.00000000083367576405
29,353,0.00000000103972630800
29,359,0.00000000126393456273
29,367,0.00000000114156738145
29,373,0.00000000103341058253
29,379,0.00000000091341179831
29,383,0.00000000103420004819
29,389,0.00000000113525165598
29,397,0.00000000114946203826
29,401,0.00000000114946203835
29,409,0.00000000102709485702
29,419,0.00000000103420004816
29,421,0.00000000102709485701
29,431,0.00000000102551592567
29,433,0.00000000102235806292
29,439,0.00000000089762248459
29,443,0.00000000124735578333
29,449,0.00000000090867500418
29,457,0.00000000102867378842
29,461,0.00000000114867257261
29,463,0.00000000091104340129
29,467,0.00000000102077913153
29,479,0.00000000102314752860
29,487,0.00000000114314631286
29,491,0.00000000103341058251
29,499,0.00000000103498951390
29,503,0.00000000103498951390
